Hummingbird,Plant,Transect_R,Month,Year,ID,Day,Visits,Elevation,DateP,Survey_Type,Traitmatch,TotalCorolla,EffectiveCorolla,Corolla.Width,Final Corolla,Bill,Mass,Bill_width,Total_Culmen,WingChord,Bill_Depth,Wing_Width,Wing_Length,Aspect_Ratio,Wing_Area,Wing_Loading,Wing_Taper,Wing_Area.alArea.,Tail_Length,Foot_Extension,Tarsus_Length,Nail_Length,Clade,Genus
Gorgeted Sunangel,Bomarea pardina,1900_2100,2,2015,FH731,1,0,1960,2/11/2015,Camera,36.25,53.435,51.895,13.855,51.895,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Psammisia ulbrichiana,2100_2300,6,2015,FH1322,1,0,2110,6/23/2015,Camera,8.01,28.6284375,23.658125,2.998125,23.658125,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Psammisia ulbrichiana,1900_2100,6,2013,FL030,2,0,1960,6/16/2013,Camera,8.01,28.6284375,23.658125,2.998125,23.658125,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Palicourea acetosoides,1900_2100,6,2016,FH1406,2,0,1960,6/9/2016,Camera,3.01,22.9544,18.6612,2.6984,18.6612,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Centropogon solanifolius,2100_2300,6,2013,FL032,1,0,2160,6/15/2013,Camera,27.52,51.47528,43.1704,4.3044,43.1704,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Kohleria affinis,2100_2300,3,2015,FH1215,1,0,2130,3/11/2015,Camera,23.35,39,39,NA,39,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Palicourea acetosoides,2100_2300,7,2014,FH520,1,0,2290,7/2/2014,Camera,3.01,22.9544,18.6612,2.6984,18.6612,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Centropogon solanifolius,1900_2100,7,2013,FL087,3,0,1990,7/31/2013,Camera,27.52,51.47528,43.1704,4.3044,43.1704,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Psammisia ulbrichiana,1900_2100,6,2016,FH1235,1,0,1920,6/8/2016,Camera,8.01,28.6284375,23.658125,2.998125,23.658125,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Glossoloma oblongicalyx,2300_2500,5,2014,FH516,1,0,2370,5/7/2014,Camera,26.52,52.58,42.165,4.3745,42.165,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Drymonia tenuis,2300_2500,8,2014,FH122,1,1,2310,8/1/2014,Camera,2.1,23.12,13.5475,3.605,13.5475,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Glossoloma oblongicalyx,2100_2300,7,2015,FH1124,1,0,2280,7/29/2015,Camera,26.52,52.58,42.165,4.3745,42.165,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Renealmia sessilifolia,2100_2300,2,2014,FH611,1,2,2290,2/27/2014,Camera,3.23,25.41333333,18.88416667,5.123333333,18.88416667,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Glossoloma oblongicalyx,2100_2300,9,2015,FH547,1,0,2270,9/9/2015,Camera,26.52,52.58,42.165,4.3745,42.165,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Glossoloma oblongicalyx,2100_2300,4,2016,FH651,1,0,2130,4/12/2016,Camera,26.52,52.58,42.165,4.3745,42.165,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Psammisia sodiroi,2300_2500,11,2013,FH502,1,1,2350,11/6/2013,Camera,0.28,19.73352941,15.93142857,3.474857143,15.93142857,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Psammisia sodiroi,2100_2300,5,2015,FH1219,1,0,2130,5/13/2015,Camera,0.28,19.73352941,15.93142857,3.474857143,15.93142857,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Fuchsia macrostigma,2100_2300,3,2014,FH113,1,0,2230,3/25/2014,Camera,48.1,70.54833333,63.75333333,6.363333333,63.75333333,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Centropogon solanifolius,2100_2300,6,2015,FH840,1,0,2185,6/9/2015,Camera,27.52,51.47528,43.1704,4.3044,43.1704,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Palicourea acetosoides,1900_2100,5,2016,FH1139,2,0,1960,5/10/2016,Camera,3.01,22.9544,18.6612,2.6984,18.6612,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Gasteranthus quitensis,2300_2500,11,2014,FH726,1,0,2350,11/19/2014,Camera,3.43,15.64454545,12.22363636,3.470697674,12.22363636,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Glossoloma oblongicalyx,1900_2100,5,2016,FH556,1,0,1930,5/9/2016,Camera,26.52,52.58,42.165,4.3745,42.165,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Columnea kucyniakii,2300_2500,2,2015,FH633,1,0,2320,2/11/2015,Camera,17.75,39.1,33.4,7.6,33.4,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Besleria solanoides,1700_1900,11,2014,FH1207,1,0,1880,11/6/2014,Camera,4.55,16.22952381,11.10333333,3.016190476,11.10333333,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Gorgeted Sunangel,Heliconia burleana,1900_2100,8,2013,FL092,1,0,2030,8/2/2013,Camera,7.62,33.115,23.26642857,2.027142857,23.26642857,15.65,5.19,5.55,17.78,65.74,1.9,23.25,71.6,7.64,3.08,0.19,0.23,13.41,46.24,12.2,5.9,3.71,Coquettes,Heliangelus
Green-crowned Brilliant,Alloplectus tetragonoides,1900_2100,7,2013,FL079,2,0,1950,7/26/2013,Camera,6.75,37.87,28.525,3.36,28.525,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Guzmania jaramilloi,1700_1900,11,2013,NF016,1,0,1726,11/30/2013,Camera,4.41,30.435,26.1825,4.3225,26.1825,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Palicourea acetosoides,1900_2100,6,2016,FH1406,2,0,1960,6/9/2016,Camera,3.11,22.9544,18.6612,2.6984,18.6612,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Columnea kucyniakii,1500_1700,2,2014,NF056,2,0,1667,2/16/2014,Camera,11.63,39.1,33.4,7.6,33.4,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Columnea kucyniakii,1900_2100,1,2015,FH631,1,0,1950,1/13/2015,Camera,11.63,39.1,33.4,7.6,33.4,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Kohleria affinis,1900_2100,4,2015,FH436,1,0,1950,4/28/2015,Camera,17.23,39,39,NA,39,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Palicourea demissa,1700_1900,6,2015,FH1321,1,0,1790,6/9/2015,Camera,7.37,19.78680851,14.4006383,3.663617021,14.4006383,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Palicourea lineata,1900_2100,7,2013,FL076,3,0,2090,7/26/2013,Camera,9.19,16.441,12.5845,3.09075,12.5845,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Columnea kucyniakii,1900_2100,1,2015,FH1211,1,0,1974,1/13/2015,Camera,11.63,39.1,33.4,7.6,33.4,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Centropogon solanifolius,1500_1700,1,2014,NF037,1,0,1501,1/18/2014,Camera,21.4,51.47528,43.1704,4.3044,43.1704,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Glossoloma purpureum,1300_1500,10,2014,NF135,2,0,1450,10/2/2014,Camera,17.19,48.18515152,38.96151515,4.047878788,38.96151515,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Columnea picta,1900_2100,6,2014,FH901,1,0,2090,6/18/2014,Camera,0.78,28.83166667,22.54854167,4.779791667,22.54854167,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Drymonia teuscheri,2100_2300,6,2013,FL031,1,0,2120,6/19/2013,Camera,3.55,23.64,18.22,3.098571429,18.22,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Besleria solanoides,1700_1900,10,2013,FH501,1,0,1810,10/22/2013,Camera,10.67,16.22952381,11.10333333,3.016190476,11.10333333,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Columnea kucyniakii,1700_1900,1,2014,FH507,1,0,1830,1/1/2014,Camera,11.63,39.1,33.4,7.6,33.4,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Columnea kucyniakii,1900_2100,1,2015,FH914,1,0,1950,1/19/2015,Camera,11.63,39.1,33.4,7.6,33.4,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Tillandsia complanata,1900_2100,8,2015,FH646,1,0,1930,8/25/2015,Camera,2.14,26.16666667,19.63,2.496666667,19.63,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Renealmia sessilifolia,1700_1900,3,2014,FH810,1,0,1890,3/11/2014,Camera,2.89,25.41333333,18.88416667,5.123333333,18.88416667,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Centropogon solanifolius,1300_1500,2,2014,NF060,2,0,1487,2/24/2014,Camera,21.4,51.47528,43.1704,4.3044,43.1704,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Tillandsia complanata,1900_2100,7,2015,FH543,1,0,1940,7/14/2015,Camera,2.14,26.16666667,19.63,2.496666667,19.63,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Psammisia ulbrichiana,1900_2100,7,2013,FL086,1,0,1950,7/23/2013,Camera,1.89,28.6284375,23.658125,2.998125,23.658125,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Bomarea pardina,1900_2100,10,2015,FH649,1,1,1950,10/7/2015,Camera,30.13,53.435,51.895,13.855,51.895,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Tillandsia complanata,1900_2100,7,2015,FH1123,1,0,1960,7/14/2015,Camera,2.14,26.16666667,19.63,2.496666667,19.63,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Drymonia tenuis,2100_2300,4,2016,FH551,1,0,2180,4/12/2016,Camera,8.22,23.12,13.5475,3.605,13.5475,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Heliconia griggsiana,1300_1500,9,2014,NF126A,1,0,1378,9/21/2014,Camera,19.92,50.985,41.69,5.52,41.69,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Columnea kucyniakii,1700_1900,1,2014,FH109,1,0,1880,1/28/2014,Camera,11.63,39.1,33.4,7.6,33.4,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Macleania stricta,2100_2300,10,2013,FH301,1,0,2120,10/22/2013,Camera,4.98,20.39652174,16.79086957,3.138181818,16.79086957,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Columnea mastersonii,1300_1500,12,2013,NF028,2,0,1457,12/22/2013,Camera,13.8,43.39384615,35.56538462,4.386153846,35.56538462,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Besleria solanoides,1900_2100,9,2014,FH905,1,0,1950,9/10/2014,Camera,10.67,16.22952381,11.10333333,3.016190476,11.10333333,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Alloplectus tetragonoides,1900_2100,12,2013,FH704,1,0,1940,12/4/2013,Camera,6.75,37.87,28.525,3.36,28.525,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Besleria solanoides,2100_2300,8,2013,FL094A,3,0,2110,8/5/2013,Camera,10.67,16.22952381,11.10333333,3.016190476,11.10333333,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Columnea strigosa,2100_2300,6,2015,FH1122,1,0,2130,6/23/2015,Camera,11.85,45.64666667,33.61777778,9.98,33.61777778,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Besleria solanoides,1900_2100,12,2014,FH428,1,0,1930,12/2/2014,Camera,10.67,16.22952381,11.10333333,3.016190476,11.10333333,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Palicourea acetosoides,1900_2100,3,2014,FH212,1,0,2080,3/25/2014,Camera,3.11,22.9544,18.6612,2.6984,18.6612,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Palicourea demissa,1500_1700,5,2016,FH1337,1,0,1560,5/9/2016,Camera,7.37,19.78680851,14.4006383,3.663617021,14.4006383,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Kohleria affinis,1900_2100,5,2014,FH416,1,0,1990,5/21/2014,Camera,17.23,39,39,NA,39,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Heliconia griggsiana,1300_1500,11,2013,NF011,1,0,1421,11/30/2013,Camera,19.92,50.985,41.69,5.52,41.69,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Centropogon solanifolius,1900_2100,7,2013,FL087,3,0,1990,7/31/2013,Camera,21.4,51.47528,43.1704,4.3044,43.1704,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Alloplectus tetragonoides,1900_2100,6,2013,FL027,2,0,2090,6/16/2013,Camera,6.75,37.87,28.525,3.36,28.525,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Alloplectus tetragonoides,1900_2100,7,2014,FH819,1,0,2080,7/22/2014,Camera,6.75,37.87,28.525,3.36,28.525,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Psammisia ulbrichiana,1900_2100,7,2015,FH441,1,0,1920,7/14/2015,Camera,1.89,28.6284375,23.658125,2.998125,23.658125,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Heliconia griggsiana,1300_1500,9,2014,NF126,1,1,1378,9/30/2014,Camera,19.92,50.985,41.69,5.52,41.69,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Besleria solanoides,2100_2300,8,2013,FL094A,2,0,2110,8/4/2013,Camera,10.67,16.22952381,11.10333333,3.016190476,11.10333333,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Glossoloma oblongicalyx,2100_2300,5,2014,FH117,1,0,2158,5/21/2014,Camera,20.39,52.58,42.165,4.3745,42.165,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Psammisia ulbrichiana,1300_1500,7,2014,NF108,1,0,1400,7/8/2014,Camera,1.89,28.6284375,23.658125,2.998125,23.658125,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Palicourea acetosoides,2100_2300,6,2013,FL043,2,0,2160,6/25/2013,Camera,3.11,22.9544,18.6612,2.6984,18.6612,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Renealmia sessilifolia,1700_1900,7,2013,FL082,1,0,1760,7/27/2013,Camera,2.89,25.41333333,18.88416667,5.123333333,18.88416667,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Palicourea acetosoides,1700_1900,11,2013,FH604,1,0,1740,11/19/2013,Camera,3.11,22.9544,18.6612,2.6984,18.6612,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Psammisia ulbrichiana,1700_1900,7,2013,FL072,3,0,1890,7/26/2013,Camera,1.89,28.6284375,23.658125,2.998125,23.658125,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Guzmania jaramilloi,1900_2100,12,2014,FH629,1,0,1970,12/2/2014,Camera,4.41,30.435,26.1825,4.3225,26.1825,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Palicourea demissa,1300_1500,6,2014,NF092,2,0,1400,6/22/2014,Camera,7.37,19.78680851,14.4006383,3.663617021,14.4006383,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Columnea kucyniakii,1500_1700,2,2014,NF056,1,0,1667,2/15/2014,Camera,11.63,39.1,33.4,7.6,33.4,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Palicourea demissa,1900_2100,6,2016,FH1141,1,0,1960,6/8/2016,Camera,7.37,19.78680851,14.4006383,3.663617021,14.4006383,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Glossoloma purpureum,1300_1500,12,2014,NF150,1,0,1484,12/7/2014,Camera,17.19,48.18515152,38.96151515,4.047878788,38.96151515,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Besleria solanoides,2100_2300,11,2014,FH226,1,0,2120,11/19/2014,Camera,10.67,16.22952381,11.10333333,3.016190476,11.10333333,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Psammisia ulbrichiana,1700_1900,7,2013,FL084,3,0,1850,7/30/2013,Camera,1.89,28.6284375,23.658125,2.998125,23.658125,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Palicourea acetosoides,1900_2100,6,2013,FL029,1,0,1950,6/16/2013,Camera,3.11,22.9544,18.6612,2.6984,18.6612,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Glossoloma oblongicalyx,2100_2300,5,2015,FH838,1,0,2170,5/13/2015,Camera,20.39,52.58,42.165,4.3745,42.165,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Glossoloma purpureum,1300_1500,12,2014,NF150,2,0,1484,12/8/2014,Camera,17.19,48.18515152,38.96151515,4.047878788,38.96151515,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
Green-crowned Brilliant,Guzmania jaramilloi,1500_1700,1,2014,NF039,1,0,1656,1/19/2014,Camera,4.41,30.435,26.1825,4.3225,26.1825,21.77,7.73,6.59,25.08,72.36,2.46,25.26,80.55,7.92,3.18,0.23,0.24,16.38,50.81,12.85,6.04,3.7,Brilliant,Heliodoxa
