"","Hummingbird","Iplant_Double","Camera","Bird","Plant","Day","Yobs","DateP","Transect_R","Month","Year","Traitmatch","All_Flowers","Used_Flowers","FlowerA","BAll_Flowers","UThresh","BUsed_Flowers","Thresh","BFlowerA","jBird","jPlant"
"4471","Tawny-bellied Hermit","Palicourea lineata","251",13,93,1,0,2013-07-26,"1900_2100",7,"2013",2.419,7772.16666666667,2032.33333333333,0,1,1843.08333333333,1,22,0,11,32
"4472","Tawny-bellied Hermit","Palicourea lineata","252",13,93,1,0,2013-07-25,"1900_2100",7,"2013",2.419,7772.16666666667,2032.33333333333,0,1,1843.08333333333,1,22,0,11,32
"4473","Tawny-bellied Hermit","Palicourea lineata","251",13,93,3,0,2013-07-24,"1900_2100",7,"2013",2.419,7772.16666666667,2032.33333333333,0,1,1843.08333333333,1,22,0,11,32
"4474","Tawny-bellied Hermit","Palicourea lineata","251",13,93,1,0,2013-07-25,"1900_2100",7,"2013",2.419,7772.16666666667,2032.33333333333,0,1,1843.08333333333,1,22,0,11,32
"4475","Tawny-bellied Hermit","Palicourea lineata","251",13,93,1,0,2013-07-24,"1900_2100",7,"2013",2.419,7772.16666666667,2032.33333333333,0,1,1843.08333333333,1,22,0,11,32
"4476","Tawny-bellied Hermit","Palicourea lineata","251",13,93,3,0,2013-07-26,"1900_2100",7,"2013",2.419,7772.16666666667,2032.33333333333,0,1,1843.08333333333,1,22,0,11,32
"4477","Tawny-bellied Hermit","Pitcairnia sodiroi","16",13,95,3,0,2015-04-28,"2100_2300",4,"2015",0.754,710,439,0,1,1843.08333333333,0,22,0,11,33
"4478","Tawny-bellied Hermit","Pitcairnia sodiroi","253",13,95,2,0,2013-07-25,"2100_2300",7,"2013",0.754,13105,2254.16666666667,13,1,1843.08333333333,1,22,0,11,33
"4479","Tawny-bellied Hermit","Pitcairnia sodiroi","253",13,95,1,0,2013-07-25,"2100_2300",7,"2013",0.754,13105,2254.16666666667,13,1,1843.08333333333,1,22,0,11,33
"4480","Tawny-bellied Hermit","Pitcairnia sodiroi","253",13,95,2,0,2013-07-27,"2100_2300",7,"2013",0.754,13105,2254.16666666667,13,1,1843.08333333333,1,22,0,11,33
"4481","Tawny-bellied Hermit","Pitcairnia sodiroi","16",13,95,2,0,2015-04-28,"2100_2300",4,"2015",0.754,710,439,0,1,1843.08333333333,0,22,0,11,33
"4482","Tawny-bellied Hermit","Pitcairnia sodiroi","253",13,95,3,1,2013-07-26,"2100_2300",7,"2013",0.754,13105,2254.16666666667,13,1,1843.08333333333,1,22,0,11,33
"4483","Tawny-bellied Hermit","Pitcairnia sodiroi","253",13,95,1,0,2013-07-26,"2100_2300",7,"2013",0.754,13105,2254.16666666667,13,1,1843.08333333333,1,22,0,11,33
"4484","Tawny-bellied Hermit","Pitcairnia sodiroi","16",13,95,1,4,2015-04-28,"2100_2300",4,"2015",0.754,710,439,0,1,1843.08333333333,0,22,0,11,33
"4485","Tawny-bellied Hermit","Pitcairnia sodiroi","253",13,95,3,1,2013-07-27,"2100_2300",7,"2013",0.754,13105,2254.16666666667,13,1,1843.08333333333,1,22,0,11,33
"4486","Tawny-bellied Hermit","Pitcairnia sodiroi","253",13,95,1,0,2013-07-27,"2100_2300",7,"2013",0.754,13105,2254.16666666667,13,1,1843.08333333333,1,22,0,11,33
"4487","Tawny-bellied Hermit","Pitcairnia sodiroi","253",13,95,3,1,2013-07-25,"2100_2300",7,"2013",0.754,13105,2254.16666666667,13,1,1843.08333333333,1,22,0,11,33
"4488","Tawny-bellied Hermit","Pitcairnia sodiroi","253",13,95,2,0,2013-07-26,"2100_2300",7,"2013",0.754,13105,2254.16666666667,13,1,1843.08333333333,1,22,0,11,33
"4489","Tawny-bellied Hermit","Psammisia aberrans","240",13,98,2,2,2013-07-11,"1300_1500",7,"2013",0.933,1873.33333333333,1616.66666666667,0,1,1843.08333333333,0,22,0,11,34
"4490","Tawny-bellied Hermit","Psammisia aberrans","241",13,98,2,1,2013-07-10,"1300_1500",7,"2013",0.933,1873.33333333333,1616.66666666667,0,1,1843.08333333333,0,22,0,11,34
"4491","Tawny-bellied Hermit","Psammisia aberrans","241",13,98,2,1,2013-07-09,"1300_1500",7,"2013",0.933,1873.33333333333,1616.66666666667,0,1,1843.08333333333,0,22,0,11,34
"4492","Tawny-bellied Hermit","Psammisia aberrans","61",13,98,3,0,2014-01-02,"1900_2100",1,"2014",0.933,879.5,560.5,134.5,1,1843.08333333333,0,22,1,11,34
"4493","Tawny-bellied Hermit","Psammisia aberrans","241",13,98,3,0,2013-07-09,"1300_1500",7,"2013",0.933,1873.33333333333,1616.66666666667,0,1,1843.08333333333,0,22,0,11,34
"4494","Tawny-bellied Hermit","Psammisia aberrans","241",13,98,1,0,2013-07-09,"1300_1500",7,"2013",0.933,1873.33333333333,1616.66666666667,0,1,1843.08333333333,0,22,0,11,34
"4495","Tawny-bellied Hermit","Psammisia aberrans","61",13,98,1,0,2014-01-02,"1900_2100",1,"2014",0.933,879.5,560.5,134.5,1,1843.08333333333,0,22,1,11,34
"4496","Tawny-bellied Hermit","Psammisia aberrans","241",13,98,3,0,2013-07-10,"1300_1500",7,"2013",0.933,1873.33333333333,1616.66666666667,0,1,1843.08333333333,0,22,0,11,34
"4497","Tawny-bellied Hermit","Psammisia aberrans","240",13,98,3,0,2013-07-11,"1300_1500",7,"2013",0.933,1873.33333333333,1616.66666666667,0,1,1843.08333333333,0,22,0,11,34
"4498","Tawny-bellied Hermit","Psammisia aberrans","241",13,98,1,0,2013-07-10,"1300_1500",7,"2013",0.933,1873.33333333333,1616.66666666667,0,1,1843.08333333333,0,22,0,11,34
"4499","Tawny-bellied Hermit","Psammisia aberrans","240",13,98,1,4,2013-07-11,"1300_1500",7,"2013",0.933,1873.33333333333,1616.66666666667,0,1,1843.08333333333,0,22,0,11,34
"4500","Tawny-bellied Hermit","Psammisia aberrans","240",13,98,2,2,2013-07-10,"1300_1500",7,"2013",0.933,1873.33333333333,1616.66666666667,0,1,1843.08333333333,0,22,0,11,34
"4501","Tawny-bellied Hermit","Psammisia aberrans","51",13,98,2,0,2015-08-12,"1300_1500",8,"2015",0.933,841,755.5,671.5,1,1843.08333333333,0,22,1,11,34
"4502","Tawny-bellied Hermit","Psammisia aberrans","271",13,98,3,0,2013-11-17,"1300_1500",11,"2013",0.933,839,418,111.5,1,1843.08333333333,0,22,1,11,34
"4503","Tawny-bellied Hermit","Psammisia aberrans","51",13,98,1,0,2015-08-12,"1300_1500",8,"2015",0.933,841,755.5,671.5,1,1843.08333333333,0,22,1,11,34
"4504","Tawny-bellied Hermit","Psammisia aberrans","271",13,98,2,0,2013-11-17,"1300_1500",11,"2013",0.933,839,418,111.5,1,1843.08333333333,0,22,1,11,34
"4505","Tawny-bellied Hermit","Psammisia aberrans","51",13,98,3,0,2015-08-12,"1300_1500",8,"2015",0.933,841,755.5,671.5,1,1843.08333333333,0,22,1,11,34
"4506","Tawny-bellied Hermit","Psammisia aberrans","240",13,98,1,4,2013-07-10,"1300_1500",7,"2013",0.933,1873.33333333333,1616.66666666667,0,1,1843.08333333333,0,22,0,11,34
"4507","Tawny-bellied Hermit","Psammisia aberrans","271",13,98,1,1,2013-11-17,"1300_1500",11,"2013",0.933,839,418,111.5,1,1843.08333333333,0,22,1,11,34
"4508","Tawny-bellied Hermit","Psammisia aberrans","61",13,98,2,0,2014-01-02,"1900_2100",1,"2014",0.933,879.5,560.5,134.5,1,1843.08333333333,0,22,1,11,34
"4509","Tawny-bellied Hermit","Psammisia aberrans","240",13,98,3,0,2013-07-10,"1300_1500",7,"2013",0.933,1873.33333333333,1616.66666666667,0,1,1843.08333333333,0,22,0,11,34
"4510","Tawny-bellied Hermit","Psammisia sodiroi","265",13,101,2,0,2013-08-05,"2100_2300",8,"2013",2.09,13105,2254.16666666667,0,1,1843.08333333333,1,22,0,11,35
"4511","Tawny-bellied Hermit","Psammisia sodiroi","254",13,101,1,0,2013-07-27,"1900_2100",7,"2013",2.09,7772.16666666667,2032.33333333333,0,1,1843.08333333333,1,22,0,11,35
"4512","Tawny-bellied Hermit","Psammisia sodiroi","136",13,101,1,0,2015-10-20,"2100_2300",10,"2015",2.09,8257,5259,0,1,1843.08333333333,1,22,0,11,35
"4513","Tawny-bellied Hermit","Psammisia sodiroi","35",13,101,3,0,2015-05-13,"2100_2300",5,"2015",2.09,1073.66666666667,484.666666666667,0,1,1843.08333333333,0,22,0,11,35
"4514","Tawny-bellied Hermit","Psammisia sodiroi","11",13,101,2,0,2014-11-19,"1900_2100",11,"2014",2.09,8466,6731.33333333333,0,1,1843.08333333333,1,22,0,11,35
"4515","Tawny-bellied Hermit","Psammisia sodiroi","136",13,101,3,0,2015-10-20,"2100_2300",10,"2015",2.09,8257,5259,0,1,1843.08333333333,1,22,0,11,35
"4516","Tawny-bellied Hermit","Psammisia sodiroi","11",13,101,1,0,2014-11-19,"1900_2100",11,"2014",2.09,8466,6731.33333333333,0,1,1843.08333333333,1,22,0,11,35
"4517","Tawny-bellied Hermit","Psammisia sodiroi","265",13,101,2,0,2013-08-04,"2100_2300",8,"2013",2.09,13105,2254.16666666667,0,1,1843.08333333333,1,22,0,11,35
"4518","Tawny-bellied Hermit","Psammisia sodiroi","11",13,101,3,0,2014-11-19,"1900_2100",11,"2014",2.09,8466,6731.33333333333,0,1,1843.08333333333,1,22,0,11,35
"4519","Tawny-bellied Hermit","Psammisia sodiroi","35",13,101,1,0,2015-05-13,"2100_2300",5,"2015",2.09,1073.66666666667,484.666666666667,0,1,1843.08333333333,0,22,0,11,35
"4520","Tawny-bellied Hermit","Psammisia sodiroi","265",13,101,3,0,2013-08-03,"2100_2300",8,"2013",2.09,13105,2254.16666666667,0,1,1843.08333333333,1,22,0,11,35
"4521","Tawny-bellied Hermit","Psammisia sodiroi","254",13,101,3,0,2013-07-26,"1900_2100",7,"2013",2.09,7772.16666666667,2032.33333333333,0,1,1843.08333333333,1,22,0,11,35
"4522","Tawny-bellied Hermit","Psammisia sodiroi","265",13,101,2,0,2013-08-03,"2100_2300",8,"2013",2.09,13105,2254.16666666667,0,1,1843.08333333333,1,22,0,11,35
"4523","Tawny-bellied Hermit","Psammisia sodiroi","254",13,101,1,0,2013-07-26,"1900_2100",7,"2013",2.09,7772.16666666667,2032.33333333333,0,1,1843.08333333333,1,22,0,11,35
"4524","Tawny-bellied Hermit","Psammisia sodiroi","254",13,101,2,0,2013-07-26,"1900_2100",7,"2013",2.09,7772.16666666667,2032.33333333333,0,1,1843.08333333333,1,22,0,11,35
"4525","Tawny-bellied Hermit","Psammisia sodiroi","265",13,101,2,0,2013-08-02,"2100_2300",8,"2013",2.09,13105,2254.16666666667,0,1,1843.08333333333,1,22,0,11,35
"4526","Tawny-bellied Hermit","Psammisia sodiroi","254",13,101,3,0,2013-07-27,"1900_2100",7,"2013",2.09,7772.16666666667,2032.33333333333,0,1,1843.08333333333,1,22,0,11,35
"4527","Tawny-bellied Hermit","Psammisia sodiroi","265",13,101,3,0,2013-08-04,"2100_2300",8,"2013",2.09,13105,2254.16666666667,0,1,1843.08333333333,1,22,0,11,35
"4528","Tawny-bellied Hermit","Psammisia sodiroi","35",13,101,2,0,2015-05-13,"2100_2300",5,"2015",2.09,1073.66666666667,484.666666666667,0,1,1843.08333333333,0,22,0,11,35
"4529","Tawny-bellied Hermit","Psammisia sodiroi","265",13,101,1,0,2013-08-05,"2100_2300",8,"2013",2.09,13105,2254.16666666667,0,1,1843.08333333333,1,22,0,11,35
"4530","Tawny-bellied Hermit","Psammisia sodiroi","186",13,101,1,0,2014-09-10,"1900_2100",9,"2014",2.09,4232.5,2487.5,0,1,1843.08333333333,1,22,0,11,35
"4531","Tawny-bellied Hermit","Psammisia sodiroi","136",13,101,2,0,2015-10-20,"2100_2300",10,"2015",2.09,8257,5259,0,1,1843.08333333333,1,22,0,11,35
"4532","Tawny-bellied Hermit","Psammisia sodiroi","186",13,101,3,0,2014-09-10,"1900_2100",9,"2014",2.09,4232.5,2487.5,0,1,1843.08333333333,1,22,0,11,35
"4533","Tawny-bellied Hermit","Psammisia sodiroi","265",13,101,3,0,2013-08-02,"2100_2300",8,"2013",2.09,13105,2254.16666666667,0,1,1843.08333333333,1,22,0,11,35
"4534","Tawny-bellied Hermit","Psammisia sodiroi","265",13,101,1,0,2013-08-02,"2100_2300",8,"2013",2.09,13105,2254.16666666667,0,1,1843.08333333333,1,22,0,11,35
"4535","Tawny-bellied Hermit","Psammisia sodiroi","186",13,101,2,0,2014-09-10,"1900_2100",9,"2014",2.09,4232.5,2487.5,0,1,1843.08333333333,1,22,0,11,35
"4536","Tawny-bellied Hermit","Psammisia sodiroi","265",13,101,3,0,2013-08-05,"2100_2300",8,"2013",2.09,13105,2254.16666666667,0,1,1843.08333333333,1,22,0,11,35
"4537","Tawny-bellied Hermit","Psammisia sodiroi","265",13,101,1,0,2013-08-04,"2100_2300",8,"2013",2.09,13105,2254.16666666667,0,1,1843.08333333333,1,22,0,11,35
"4538","Tawny-bellied Hermit","Psammisia sodiroi","265",13,101,1,0,2013-08-03,"2100_2300",8,"2013",2.09,13105,2254.16666666667,0,1,1843.08333333333,1,22,0,11,35
"4539","Tawny-bellied Hermit","Psammisia sodiroi","254",13,101,2,0,2013-07-27,"1900_2100",7,"2013",2.09,7772.16666666667,2032.33333333333,0,1,1843.08333333333,1,22,0,11,35
"4540","Tawny-bellied Hermit","Psammisia ulbrichiana","218",13,102,3,0,2013-06-08,"1500_1700",6,"2013",1.2,1115,902.000000000001,220,1,1843.08333333333,0,22,1,11,36
"4541","Tawny-bellied Hermit","Psammisia ulbrichiana","218",13,102,1,0,2013-06-06,"1500_1700",6,"2013",1.2,0,0,0,0,1843.08333333333,0,22,0,11,36
"4542","Tawny-bellied Hermit","Psammisia ulbrichiana","108",13,102,2,0,2015-07-14,"1900_2100",7,"2015",1.2,2423,1392,141.5,1,1843.08333333333,0,22,1,11,36
"4543","Tawny-bellied Hermit","Psammisia ulbrichiana","108",13,102,1,0,2015-07-14,"1900_2100",7,"2015",1.2,2423,1392,141.5,1,1843.08333333333,0,22,1,11,36
"4544","Tawny-bellied Hermit","Psammisia ulbrichiana","37",13,102,1,0,2015-05-27,"1900_2100",5,"2015",1.2,1459,661.666666666667,101,1,1843.08333333333,0,22,1,11,36
"4545","Tawny-bellied Hermit","Psammisia ulbrichiana","37",13,102,3,0,2015-05-27,"1900_2100",5,"2015",1.2,1459,661.666666666667,101,1,1843.08333333333,0,22,1,11,36
"4546","Tawny-bellied Hermit","Psammisia ulbrichiana","221",13,102,3,0,2013-06-16,"1900_2100",6,"2013",1.2,12214.5694444444,4831.08333333333,1378.5,1,1843.08333333333,1,22,1,11,36
"4547","Tawny-bellied Hermit","Psammisia ulbrichiana","257",13,102,3,0,2013-07-29,"1700_1900",7,"2013",1.2,3316.83333333333,2449,10,1,1843.08333333333,1,22,0,11,36
"4548","Tawny-bellied Hermit","Psammisia ulbrichiana","212",13,102,1,0,2013-06-04,"1500_1700",6,"2013",1.2,0,0,0,0,1843.08333333333,0,22,0,11,36
"4549","Tawny-bellied Hermit","Psammisia ulbrichiana","155",13,102,3,0,2015-03-25,"1900_2100",3,"2015",1.2,849,122.666666666667,23.5,1,1843.08333333333,0,22,1,11,36
"4550","Tawny-bellied Hermit","Psammisia ulbrichiana","96",13,102,1,0,2014-06-04,"1900_2100",6,"2014",1.2,1153,517.833333333333,244.333333333333,1,1843.08333333333,0,22,1,11,36
"4551","Tawny-bellied Hermit","Psammisia ulbrichiana","221",13,102,3,0,2013-06-15,"1900_2100",6,"2013",1.2,12447.875,4831.08333333333,1378.5,1,1843.08333333333,1,22,1,11,36
"4552","Tawny-bellied Hermit","Psammisia ulbrichiana","218",13,102,2,0,2013-06-08,"1500_1700",6,"2013",1.2,1115,902.000000000001,220,1,1843.08333333333,0,22,1,11,36
"4553","Tawny-bellied Hermit","Psammisia ulbrichiana","218",13,102,3,0,2013-06-07,"1500_1700",6,"2013",1.2,1115,902.000000000001,220,1,1843.08333333333,0,22,1,11,36
"4554","Tawny-bellied Hermit","Psammisia ulbrichiana","218",13,102,2,0,2013-06-07,"1500_1700",6,"2013",1.2,1115,902.000000000001,220,1,1843.08333333333,0,22,1,11,36
"4555","Tawny-bellied Hermit","Psammisia ulbrichiana","321",13,102,3,0,2014-11-30,"1500_1700",11,"2014",1.2,3679.5,2752.5,0,1,1843.08333333333,1,22,0,11,36
"4556","Tawny-bellied Hermit","Psammisia ulbrichiana","218",13,102,1,0,2013-06-08,"1500_1700",6,"2013",1.2,1115,902.000000000001,220,1,1843.08333333333,0,22,1,11,36
"4557","Tawny-bellied Hermit","Psammisia ulbrichiana","221",13,102,1,0,2013-06-15,"1900_2100",6,"2013",1.2,12447.875,4831.08333333333,1378.5,1,1843.08333333333,1,22,1,11,36
"4558","Tawny-bellied Hermit","Psammisia ulbrichiana","30",13,102,1,0,2014-07-22,"1900_2100",7,"2014",1.2,1874.5,762.5,44,1,1843.08333333333,0,22,1,11,36
"4559","Tawny-bellied Hermit","Psammisia ulbrichiana","50",13,102,2,0,2015-06-23,"2100_2300",6,"2015",1.2,3159,1568.5,411.5,1,1843.08333333333,0,22,1,11,36
"4560","Tawny-bellied Hermit","Psammisia ulbrichiana","248",13,102,1,0,2013-07-25,"1700_1900",7,"2013",1.2,3316.83333333333,2449,10,1,1843.08333333333,1,22,0,11,36
"4561","Tawny-bellied Hermit","Psammisia ulbrichiana","37",13,102,2,0,2015-05-27,"1900_2100",5,"2015",1.2,1459,661.666666666667,101,1,1843.08333333333,0,22,1,11,36
"4562","Tawny-bellied Hermit","Psammisia ulbrichiana","257",13,102,3,0,2013-07-30,"1700_1900",7,"2013",1.2,3316.83333333333,2449,10,1,1843.08333333333,1,22,0,11,36
"4563","Tawny-bellied Hermit","Psammisia ulbrichiana","257",13,102,1,0,2013-07-28,"1700_1900",7,"2013",1.2,3316.83333333333,2449,10,1,1843.08333333333,1,22,0,11,36
"4564","Tawny-bellied Hermit","Psammisia ulbrichiana","257",13,102,2,0,2013-07-29,"1700_1900",7,"2013",1.2,3316.83333333333,2449,10,1,1843.08333333333,1,22,0,11,36
"4565","Tawny-bellied Hermit","Psammisia ulbrichiana","221",13,102,1,0,2013-06-16,"1900_2100",6,"2013",1.2,12214.5694444444,4831.08333333333,1378.5,1,1843.08333333333,1,22,1,11,36
"4566","Tawny-bellied Hermit","Psammisia ulbrichiana","50",13,102,3,0,2015-06-23,"2100_2300",6,"2015",1.2,3159,1568.5,411.5,1,1843.08333333333,0,22,1,11,36
"4567","Tawny-bellied Hermit","Psammisia ulbrichiana","218",13,102,1,0,2013-06-07,"1500_1700",6,"2013",1.2,1115,902.000000000001,220,1,1843.08333333333,0,22,1,11,36
"4568","Tawny-bellied Hermit","Psammisia ulbrichiana","218",13,102,3,0,2013-06-06,"1500_1700",6,"2013",1.2,0,0,0,0,1843.08333333333,0,22,0,11,36
"4569","Tawny-bellied Hermit","Psammisia ulbrichiana","248",13,102,1,0,2013-07-24,"1700_1900",7,"2013",1.2,3316.83333333333,2449,10,1,1843.08333333333,1,22,0,11,36
"4570","Tawny-bellied Hermit","Psammisia ulbrichiana","257",13,102,3,0,2013-07-28,"1700_1900",7,"2013",1.2,3316.83333333333,2449,10,1,1843.08333333333,1,22,0,11,36
"4571","Tawny-bellied Hermit","Psammisia ulbrichiana","248",13,102,2,0,2013-07-24,"1700_1900",7,"2013",1.2,3316.83333333333,2449,10,1,1843.08333333333,1,22,0,11,36
"4572","Tawny-bellied Hermit","Psammisia ulbrichiana","248",13,102,1,0,2013-07-26,"1700_1900",7,"2013",1.2,3316.83333333333,2449,10,1,1843.08333333333,1,22,0,11,36
"4573","Tawny-bellied Hermit","Psammisia ulbrichiana","198",13,102,2,0,2015-07-14,"1900_2100",7,"2015",1.2,2423,1392,141.5,1,1843.08333333333,0,22,1,11,36
"4574","Tawny-bellied Hermit","Psammisia ulbrichiana","248",13,102,3,0,2013-07-26,"1700_1900",7,"2013",1.2,3316.83333333333,2449,10,1,1843.08333333333,1,22,0,11,36
"4575","Tawny-bellied Hermit","Psammisia ulbrichiana","218",13,102,2,0,2013-06-06,"1500_1700",6,"2013",1.2,0,0,0,0,1843.08333333333,0,22,0,11,36
"4576","Tawny-bellied Hermit","Psammisia ulbrichiana","257",13,102,1,0,2013-07-29,"1700_1900",7,"2013",1.2,3316.83333333333,2449,10,1,1843.08333333333,1,22,0,11,36
"4577","Tawny-bellied Hermit","Psammisia ulbrichiana","212",13,102,1,0,2013-06-05,"1500_1700",6,"2013",1.2,0,0,0,0,1843.08333333333,0,22,0,11,36
"4578","Tawny-bellied Hermit","Psammisia ulbrichiana","212",13,102,2,1,2013-06-04,"1500_1700",6,"2013",1.2,0,0,0,0,1843.08333333333,0,22,0,11,36
"4579","Tawny-bellied Hermit","Psammisia ulbrichiana","212",13,102,3,0,2013-06-05,"1500_1700",6,"2013",1.2,0,0,0,0,1843.08333333333,0,22,0,11,36
"4580","Tawny-bellied Hermit","Psammisia ulbrichiana","321",13,102,2,0,2014-11-30,"1500_1700",11,"2014",1.2,3679.5,2752.5,0,1,1843.08333333333,1,22,0,11,36
"4581","Tawny-bellied Hermit","Psammisia ulbrichiana","50",13,102,1,0,2015-06-23,"2100_2300",6,"2015",1.2,3159,1568.5,411.5,1,1843.08333333333,0,22,1,11,36
"4582","Tawny-bellied Hermit","Psammisia ulbrichiana","96",13,102,2,0,2014-06-04,"1900_2100",6,"2014",1.2,1153,517.833333333333,244.333333333333,1,1843.08333333333,0,22,1,11,36
"4583","Tawny-bellied Hermit","Psammisia ulbrichiana","155",13,102,1,0,2015-03-25,"1900_2100",3,"2015",1.2,849,122.666666666667,23.5,1,1843.08333333333,0,22,1,11,36
"4584","Tawny-bellied Hermit","Psammisia ulbrichiana","212",13,102,2,1,2013-06-05,"1500_1700",6,"2013",1.2,0,0,0,0,1843.08333333333,0,22,0,11,36
"4585","Tawny-bellied Hermit","Psammisia ulbrichiana","257",13,102,1,0,2013-07-30,"1700_1900",7,"2013",1.2,3316.83333333333,2449,10,1,1843.08333333333,1,22,0,11,36
"4586","Tawny-bellied Hermit","Psammisia ulbrichiana","248",13,102,3,0,2013-07-24,"1700_1900",7,"2013",1.2,3316.83333333333,2449,10,1,1843.08333333333,1,22,0,11,36
"4587","Tawny-bellied Hermit","Psammisia ulbrichiana","248",13,102,2,0,2013-07-26,"1700_1900",7,"2013",1.2,3316.83333333333,2449,10,1,1843.08333333333,1,22,0,11,36
"4588","Tawny-bellied Hermit","Psammisia ulbrichiana","198",13,102,3,0,2015-07-14,"1900_2100",7,"2015",1.2,2423,1392,141.5,1,1843.08333333333,0,22,1,11,36
"4589","Tawny-bellied Hermit","Psammisia ulbrichiana","212",13,102,3,0,2013-06-04,"1500_1700",6,"2013",1.2,0,0,0,0,1843.08333333333,0,22,0,11,36
"4590","Tawny-bellied Hermit","Psammisia ulbrichiana","30",13,102,3,0,2014-07-22,"1900_2100",7,"2014",1.2,1874.5,762.5,44,1,1843.08333333333,0,22,1,11,36
"4591","Tawny-bellied Hermit","Psammisia ulbrichiana","259",13,102,1,0,2013-07-23,"1900_2100",7,"2013",1.2,7772.16666666667,2032.33333333333,48,1,1843.08333333333,1,22,1,11,36
"4592","Tawny-bellied Hermit","Psammisia ulbrichiana","248",13,102,2,0,2013-07-25,"1700_1900",7,"2013",1.2,3316.83333333333,2449,10,1,1843.08333333333,1,22,0,11,36
"4593","Tawny-bellied Hermit","Psammisia ulbrichiana","155",13,102,2,0,2015-03-25,"1900_2100",3,"2015",1.2,849,122.666666666667,23.5,1,1843.08333333333,0,22,1,11,36
"4594","Tawny-bellied Hermit","Psammisia ulbrichiana","257",13,102,2,0,2013-07-28,"1700_1900",7,"2013",1.2,3316.83333333333,2449,10,1,1843.08333333333,1,22,0,11,36
"4595","Tawny-bellied Hermit","Psammisia ulbrichiana","248",13,102,3,0,2013-07-25,"1700_1900",7,"2013",1.2,3316.83333333333,2449,10,1,1843.08333333333,1,22,0,11,36
"4596","Tawny-bellied Hermit","Psammisia ulbrichiana","259",13,102,2,0,2013-07-23,"1900_2100",7,"2013",1.2,7772.16666666667,2032.33333333333,48,1,1843.08333333333,1,22,1,11,36
"4597","Tawny-bellied Hermit","Psammisia ulbrichiana","108",13,102,3,0,2015-07-14,"1900_2100",7,"2015",1.2,2423,1392,141.5,1,1843.08333333333,0,22,1,11,36
"4598","Tawny-bellied Hermit","Psammisia ulbrichiana","221",13,102,2,0,2013-06-15,"1900_2100",6,"2013",1.2,12447.875,4831.08333333333,1378.5,1,1843.08333333333,1,22,1,11,36
"4599","Tawny-bellied Hermit","Psammisia ulbrichiana","321",13,102,1,0,2014-11-30,"1500_1700",11,"2014",1.2,3679.5,2752.5,0,1,1843.08333333333,1,22,0,11,36
"4600","Tawny-bellied Hermit","Psammisia ulbrichiana","259",13,102,3,0,2013-07-23,"1900_2100",7,"2013",1.2,7772.16666666667,2032.33333333333,48,1,1843.08333333333,1,22,1,11,36
"4601","Tawny-bellied Hermit","Psammisia ulbrichiana","30",13,102,2,0,2014-07-22,"1900_2100",7,"2014",1.2,1874.5,762.5,44,1,1843.08333333333,0,22,1,11,36
"4602","Tawny-bellied Hermit","Psammisia ulbrichiana","96",13,102,3,0,2014-06-04,"1900_2100",6,"2014",1.2,1153,517.833333333333,244.333333333333,1,1843.08333333333,0,22,1,11,36
"4603","Tawny-bellied Hermit","Psammisia ulbrichiana","221",13,102,2,0,2013-06-16,"1900_2100",6,"2013",1.2,12214.5694444444,4831.08333333333,1378.5,1,1843.08333333333,1,22,1,11,36
"4604","Tawny-bellied Hermit","Psammisia ulbrichiana","257",13,102,2,0,2013-07-30,"1700_1900",7,"2013",1.2,3316.83333333333,2449,10,1,1843.08333333333,1,22,0,11,36
"4605","Tawny-bellied Hermit","Psammisia ulbrichiana","198",13,102,1,0,2015-07-14,"1900_2100",7,"2015",1.2,2423,1392,141.5,1,1843.08333333333,0,22,1,11,36
"4606","Tawny-bellied Hermit","Renealmia sessilifolia","187",13,104,2,0,2014-09-22,"1700_1900",9,"2014",1.522,3059,1255.5,14.5,1,1843.08333333333,0,22,0,11,37
"4607","Tawny-bellied Hermit","Renealmia sessilifolia","235",13,104,1,0,2013-07-05,"1500_1700",7,"2013",1.522,2609.94444444444,2371.83333333333,105,1,1843.08333333333,1,22,1,11,37
"4608","Tawny-bellied Hermit","Renealmia sessilifolia","255",13,104,3,0,2013-07-28,"1700_1900",7,"2013",1.522,3316.83333333333,2449,106,1,1843.08333333333,1,22,1,11,37
"4609","Tawny-bellied Hermit","Renealmia sessilifolia","181",13,104,1,0,2014-04-09,"1700_1900",4,"2014",1.522,484,92.5,10.5,1,1843.08333333333,0,22,0,11,37
"4610","Tawny-bellied Hermit","Renealmia sessilifolia","187",13,104,1,0,2014-09-22,"1700_1900",9,"2014",1.522,3059,1255.5,14.5,1,1843.08333333333,0,22,0,11,37
"4611","Tawny-bellied Hermit","Renealmia sessilifolia","322",13,104,1,0,2014-12-09,"1500_1700",12,"2014",1.522,1876.5,1061,12.5,1,1843.08333333333,0,22,0,11,37
"4612","Tawny-bellied Hermit","Renealmia sessilifolia","181",13,104,3,0,2014-03-11,"1700_1900",3,"2014",1.522,605.666666666667,182.666666666667,5.33333333333333,1,1843.08333333333,0,22,0,11,37
"4613","Tawny-bellied Hermit","Renealmia sessilifolia","187",13,104,3,0,2014-09-22,"1700_1900",9,"2014",1.522,3059,1255.5,14.5,1,1843.08333333333,0,22,0,11,37
"4614","Tawny-bellied Hermit","Renealmia sessilifolia","322",13,104,2,0,2014-12-09,"1500_1700",12,"2014",1.522,1876.5,1061,12.5,1,1843.08333333333,0,22,0,11,37
